IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID
UBERON_0006862_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis of femur","organ"
UBERON_0013069_UBERON_0004765,"","organ part - ","UBERON_0004765","popliteal area","organ"
UBERON_0010145_HUDECA_0000002,"","","HUDECA_0000002","paraurethral gland","organ"
UBERON_0001095_UBERON_0004765,"","","UBERON_0004765","caudal vertebra","organ"
UBERON_0002205_UBERON_0004765,"","","UBERON_0004765","manubrium of sternum","organ"
UBERON_0001121_HUDECA_0000002,"","","HUDECA_0000002","longus colli muscle","organ"
UBERON_0001128_HUDECA_0000002,"","","HUDECA_0000002","sternocleidomastoid","organ"
UBERON_0001241_UBERON_0002108,"","organ part - ","UBERON_0002108","crypt of Lieberkuhn of small intestine","organ"
UBERON_0001272_UBERON_0004765,"","organ part - ","UBERON_0004765","innominate bone","organ"
UBERON_0001273_UBERON_0004765,"","organ part - ","UBERON_0004765","ilium","organ"
UBERON_0001274_UBERON_0004765,"","organ part - ","UBERON_0004765","ischium","organ"
UBERON_0001275_UBERON_0004765,"","organ part - ","UBERON_0004765","pubis","organ"
UBERON_0014440_UBERON_0004765,"","organ part - ","UBERON_0004765","ischiopubic ramus","organ"
UBERON_0014445_UBERON_0004765,"","organ part - ","UBERON_0004765","acetabular fossa","organ"
UBERON_0014446_UBERON_0004765,"","organ part - ","UBERON_0004765","acetabular notch","organ"
UBERON_0001368_HUDECA_0000002,"","","HUDECA_0000002","obturator externus","organ"
UBERON_0001369_HUDECA_0000002,"","","HUDECA_0000002","iliacus muscle","organ"
UBERON_0001387_HUDECA_0000002,"","","HUDECA_0000002","fibularis longus","organ"
UBERON_0001400_HUDECA_0000002,"","","HUDECA_0000002","iliocostalis thoracis muscle","organ"
UBERON_0001428_UBERON_0004765,"","","UBERON_0004765","intermedium","organ"
UBERON_0012126_UBERON_0004765,"","","UBERON_0004765","fibulare","organ"
UBERON_0001505_HUDECA_0000002,"","","HUDECA_0000002","coracobrachialis muscle","organ"
UBERON_0001543_UBERON_0005057,"","","UBERON_0005057","popliteal lymph node","organ"
UBERON_0001570_HUDECA_0000002,"","","HUDECA_0000002","inferior pharyngeal constrictor","organ"
UBERON_0010928_HUDECA_0000002,"","organ part - ","HUDECA_0000002","cricopharyngeus muscle","organ"
UBERON_0010936_HUDECA_0000002,"","organ part - ","HUDECA_0000002","thyropharyngeus muscle","organ"
UBERON_0001577_HUDECA_0000002,"","","HUDECA_0000002","facial muscle","organ"
UBERON_0001602_UBERON_0000970,"","tissue","UBERON_0000970","medial rectus extraocular muscle","organ"
UBERON_0001607_UBERON_0000970,"","tissue","UBERON_0000970","sphincter pupillae","organ"
UBERON_0001683_UBERON_0004765,"","","UBERON_0004765","jugal bone","organ"
UBERON_0004654_UBERON_0004765,"","","UBERON_0004765","temporal process of zygomatic bone","organ"
UBERON_0012110_UBERON_0004765,"","organ part - ","UBERON_0004765","frontal process of zygomatic bone","organ"
UBERON_0001685_UBERON_0004765,"","","UBERON_0004765","hyoid bone","organ"
UBERON_0010273_UBERON_0004765,"","organ part - ","UBERON_0004765","zone of hyoid bone","organ"
UBERON_0003997_UBERON_0004765,"","organ part - ","UBERON_0004765","hyoid bone greater horn","organ"
UBERON_0003998_UBERON_0004765,"","organ part - ","UBERON_0004765","hyoid bone lesser horn","organ"
UBERON_0003999_UBERON_0004765,"","organ part - ","UBERON_0004765","hyoid bone body","organ"
UBERON_0010911_UBERON_0004765,"","","UBERON_0004765","ossicle","organ"
UBERON_0018348_UBERON_0004765,"","","UBERON_0004765","petrosal bone","organ"
UBERON_0001700_UBERON_0000045,"","","UBERON_0000045","geniculate ganglion","organ"
UBERON_0001850_HUDECA_0000002,"","","HUDECA_0000002","lacrimal drainage system","organ"
UBERON_0022274_HUDECA_0000002,"","organ part - ","HUDECA_0000002","lacrimal papilla","organ"
UBERON_0001770_HUDECA_0000002,"","","HUDECA_0000002","lacrimal canaliculus","organ"
UBERON_0002392_HUDECA_0000002,"","organ part - ","HUDECA_0000002","nasolacrimal duct","organ"
UBERON_0010284_HUDECA_0000002,"","","HUDECA_0000002","lacrimal punctum","organ"
UBERON_0008266_HUDECA_0000002,"","tissue","HUDECA_0000002","periodontal ligament","organ"
UBERON_0001762_UBERON_0004765,"","organ part - ","UBERON_0004765","turbinate bone","organ"
UBERON_0001807_UBERON_0000045,"","","UBERON_0000045","paravertebral ganglion","organ"
UBERON_0000333_HUDECA_0000002,"","organ part - ","HUDECA_0000002","intestinal gland","organ"
UBERON_0002268_HUDECA_0000002,"","","HUDECA_0000002","olfactory organ","organ"
UBERON_0002530_HUDECA_0000002,"","","HUDECA_0000002","gland","organ"
UBERON_0034905_HUDECA_0000002,"","","HUDECA_0000002","gland lumen","organ"
UBERON_0009842_HUDECA_0000002,"","","HUDECA_0000002","glandular acinus","organ"
UBERON_0001172_HUDECA_0000002,"","organ part - ","HUDECA_0000002","hepatic acinus","organ"
UBERON_0001279_HUDECA_0000002,"","","HUDECA_0000002","portal triad","organ"
UBERON_0001282_UBERON_0002107,"","organ part - tissue","UBERON_0002107","intralobular bile duct","organ"
UBERON_0005452_HUDECA_0000002,"","organ part - ","HUDECA_0000002","hepatic cord","organ"
UBERON_0001263_HUDECA_0000002,"","","HUDECA_0000002","pancreatic acinus","organ"
UBERON_0004179_HUDECA_0000002,"","","HUDECA_0000002","prostate glandular acinus","organ"
UBERON_0011846_UBERON_0002097,"","organ part - tissue","UBERON_0002097","acinus of sebaceous gland","organ"
UBERON_0011847_HUDECA_0000002,"","","HUDECA_0000002","acinus of parotid gland","organ"
UBERON_0011850_HUDECA_0000002,"","organ part - ","HUDECA_0000002","acinus of salivary gland","organ"
UBERON_0011854_HUDECA_0000002,"","","HUDECA_0000002","acinus of areolar gland","organ"
UBERON_0011856_HUDECA_0000002,"","organ part - ","HUDECA_0000002","acinus of lactiferous gland","organ"
UBERON_0011858_HUDECA_0000002,"","","HUDECA_0000002","acinus of exocrine gland","organ"
UBERON_0013232_HUDECA_0000002,"","","HUDECA_0000002","serous acinus","organ"
UBERON_0014717_HUDECA_0000002,"","","HUDECA_0000002","mucous acinus","organ"
UBERON_0015785_HUDECA_0000002,"","","HUDECA_0000002","acinus of olfactory gland","organ"
UBERON_0002376_HUDECA_0000002,"","","HUDECA_0000002","cranial muscle","organ"
UBERON_0002406_HUDECA_0000002,"","","HUDECA_0000002","pericardial sac","organ"
UBERON_0001074_HUDECA_0000002,"","","HUDECA_0000002","pericardial cavity","organ"
UBERON_0002357_HUDECA_0000002,"","organ part - ","HUDECA_0000002","serous pericardium","organ"
UBERON_0002446_UBERON_0004765,"","","UBERON_0004765","patella","organ"
UBERON_0002451_HUDECA_0000002,"","","HUDECA_0000002","endometrial gland","organ"
UBERON_0007842_UBERON_0004765,"","","UBERON_0004765","membrane bone","organ"
UBERON_0015872_UBERON_0005057,"","","UBERON_0005057","mandibular lymph node","organ"
UBERON_0015866_UBERON_0005057,"","","UBERON_0005057","pyloric lymph node","organ"
UBERON_0002834_UBERON_0000045,"","","UBERON_0000045","cervical dorsal root ganglion","organ"
UBERON_0002835_UBERON_0000045,"","","UBERON_0000045","thoracic dorsal root ganglion","organ"
UBERON_0002836_UBERON_0000045,"","","UBERON_0000045","lumbar dorsal root ganglion","organ"
UBERON_0002837_UBERON_0000045,"","","UBERON_0000045","sacral dorsal root ganglion","organ"
UBERON_0002838_UBERON_0000045,"","","UBERON_0000045","first cervical dorsal root ganglion","organ"
UBERON_0002839_UBERON_0000045,"","","UBERON_0000045","second cervical dorsal root ganglion","organ"
UBERON_0002840_UBERON_0000045,"","","UBERON_0000045","third cervical dorsal root ganglion","organ"
UBERON_0002841_UBERON_0000045,"","","UBERON_0000045","fourth cervical dorsal root ganglion","organ"
UBERON_0002842_UBERON_0000045,"","","UBERON_0000045","fifth cervical dorsal root ganglion","organ"
UBERON_0002843_UBERON_0000045,"","","UBERON_0000045","seventh cervical dorsal root ganglion","organ"
UBERON_0002844_UBERON_0000045,"","","UBERON_0000045","eighth cervical dorsal root ganglion","organ"
UBERON_0002845_UBERON_0000045,"","","UBERON_0000045","first thoracic dorsal root ganglion","organ"
UBERON_0002846_UBERON_0000045,"","","UBERON_0000045","second thoracic dorsal root ganglion","organ"
UBERON_0002847_UBERON_0000045,"","","UBERON_0000045","third thoracic dorsal root ganglion","organ"
UBERON_0002848_UBERON_0000045,"","","UBERON_0000045","fifth thoracic dorsal root ganglion","organ"
UBERON_0002849_UBERON_0000045,"","","UBERON_0000045","sixth thoracic dorsal root ganglion","organ"
UBERON_0002850_UBERON_0000045,"","","UBERON_0000045","seventh thoracic dorsal root ganglion","organ"
UBERON_0002851_UBERON_0000045,"","","UBERON_0000045","eighth thoracic dorsal root ganglion","organ"
UBERON_0002852_UBERON_0000045,"","","UBERON_0000045","ninth thoracic dorsal root ganglion","organ"
UBERON_0002853_UBERON_0000045,"","","UBERON_0000045","tenth thoracic dorsal root ganglion","organ"
UBERON_0002854_UBERON_0000045,"","","UBERON_0000045","eleventh thoracic dorsal root ganglion","organ"
UBERON_0002855_UBERON_0000045,"","","UBERON_0000045","twelfth thoracic dorsal root ganglion","organ"
UBERON_0002856_UBERON_0000045,"","","UBERON_0000045","second lumbar dorsal root ganglion","organ"
UBERON_0002857_UBERON_0000045,"","","UBERON_0000045","first lumbar dorsal root ganglion","organ"
UBERON_0002858_UBERON_0000045,"","","UBERON_0000045","third lumbar dorsal root ganglion","organ"
UBERON_0002859_UBERON_0000045,"","","UBERON_0000045","fifth lumbar dorsal root ganglion","organ"
UBERON_0002860_UBERON_0000045,"","","UBERON_0000045","first sacral dorsal root ganglion","organ"
UBERON_0002861_UBERON_0000045,"","","UBERON_0000045","second sacral dorsal root ganglion","organ"
UBERON_0002862_UBERON_0000045,"","","UBERON_0000045","third sacral dorsal root ganglion","organ"
UBERON_0002863_UBERON_0000045,"","","UBERON_0000045","fifth sacral dorsal root ganglion","organ"
UBERON_0011593_UBERON_0004765,"","","UBERON_0004765","maxillary tooth","organ"
UBERON_0001684_UBERON_0004765,"","","UBERON_0004765","mandible","organ"
UBERON_0000401_UBERON_0004765,"","organ part - ","UBERON_0004765","mandibular ramus","organ"
UBERON_0003414_UBERON_0004765,"","tissue","UBERON_0004765","mesenchyme of mandible","organ"
UBERON_0004528_UBERON_0004765,"","organ part - ","UBERON_0004765","alveolar ridge of mandible","organ"
UBERON_0006673_UBERON_0004765,"","","UBERON_0004765","mandibular canal","organ"
UBERON_0006812_UBERON_0004765,"","","UBERON_0004765","mental foramen","organ"
UBERON_0006959_UBERON_0004765,"","","UBERON_0004765","mandible angular process","organ"
UBERON_0011309_UBERON_0004765,"","organ part - ","UBERON_0004765","body of mandible","organ"
UBERON_0011342_UBERON_0004765,"","","UBERON_0004765","surface of mandible","organ"
UBERON_0011343_UBERON_0004765,"","","UBERON_0004765","medial surface of mandible","organ"
UBERON_0011344_UBERON_0004765,"","","UBERON_0004765","lateral surface of mandible","organ"
UBERON_0003408_HUDECA_0000002,"","","HUDECA_0000002","gland of digestive tract","organ"
UBERON_2001626_UBERON_0004765,"","","UBERON_0004765","premaxillary tooth","organ"
UBERON_0003462_UBERON_0004765,"","","UBERON_0004765","facial bone","organ"
UBERON_0013619_UBERON_0004765,"","","UBERON_0004765","upper secondary molar tooth","organ"
UBERON_0003682_HUDECA_0000002,"","","HUDECA_0000002","palatal muscle","organ"
UBERON_0003701_HUDECA_0000002,"","tissue","HUDECA_0000002","calcaneal tendon","organ"
UBERON_0003821_UBERON_0004765,"","","UBERON_0004765","metapodium bone","organ"
UBERON_0003937_HUDECA_0000002,"","","HUDECA_0000002","reproductive gland","organ"
UBERON_0003943_UBERON_0000045,"","","UBERON_0000045","fourth lumbar dorsal root ganglion","organ"
UBERON_0003964_UBERON_0000045,"","","UBERON_0000045","prevertebral ganglion","organ"
UBERON_0000976_UBERON_0004765,"","","UBERON_0004765","humerus","organ"
UBERON_0004109_UBERON_0004765,"","tissue","UBERON_0004765","cortex of humerus","organ"
UBERON_0004382_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of humerus","organ"
UBERON_0004404_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of humerus","organ"
UBERON_0000144_UBERON_0004765,"","organ part - ","UBERON_0004765","trochlea of humerus","organ"
UBERON_0006806_UBERON_0004765,"","organ part - ","UBERON_0004765","entepicondyle of humerus","organ"
UBERON_0006807_UBERON_0004765,"","organ part - ","UBERON_0004765","ectepicondyle of humerus","organ"
UBERON_0009988_UBERON_0004765,"","organ part - ","UBERON_0004765","condyle of humerus","organ"
UBERON_0012130_UBERON_0004765,"","organ part - ","UBERON_0004765","olecranon fossa","organ"
UBERON_0004411_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of humerus","organ"
UBERON_4200172_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of humerus","organ"
UBERON_0006801_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal head of humerus","organ"
UBERON_0011187_UBERON_0004765,"","organ part - ","UBERON_0004765","ventral tubercle of humerus","organ"
UBERON_0011188_UBERON_0004765,"","organ part - ","UBERON_0004765","lesser tubercle of humerus","organ"
UBERON_0004652_UBERON_0004765,"","organ part - ","UBERON_0004765","humerus diaphysis","organ"
UBERON_0013749_UBERON_0004765,"","organ part - ","UBERON_0004765","metaphysis of humerus","organ"
UBERON_0016497_UBERON_0004765,"","organ part - ","UBERON_0004765","epicondyle of humerus","organ"
UBERON_0004251_UBERON_0004765,"","","UBERON_0004765","hindlimb zeugopod bone","organ"
UBERON_0001499_HUDECA_0000002,"","","HUDECA_0000002","muscle of arm","organ"
UBERON_0001383_HUDECA_0000002,"","","HUDECA_0000002","muscle of leg","organ"
UBERON_0004550_UBERON_0000945,"","","UBERON_0000945","gastroesophageal sphincter","organ"
UBERON_0007652_HUDECA_0000002,"","","HUDECA_0000002","esophageal sphincter","organ"
UBERON_0004637_UBERON_0004765,"","","UBERON_0004765","otic capsule","organ"
UBERON_0004760_HUDECA_0000002,"","","HUDECA_0000002","gland of anal canal","organ"
UBERON_0001911_HUDECA_0000002,"","","HUDECA_0000002","mammary gland","organ"
UBERON_0036245_HUDECA_0000002,"","organ part - ","HUDECA_0000002","parenchyma of mammary gland","organ"
UBERON_0001912_HUDECA_0000002,"","organ part - ","HUDECA_0000002","lobule of mammary gland","organ"
UBERON_0002032_HUDECA_0000002,"","","HUDECA_0000002","areola","organ"
UBERON_0003244_HUDECA_0000002,"","tissue","HUDECA_0000002","epithelium of mammary gland","organ"
UBERON_0001765_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","mammary duct","organ"
UBERON_0006954_HUDECA_0000002,"","tissue","HUDECA_0000002","mammary gland myoepithelium","organ"
UBERON_0011844_HUDECA_0000002,"","","HUDECA_0000002","duct of areolar gland","organ"
UBERON_0015132_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","extralobar lactiferous duct","organ"
UBERON_0015133_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","terminal lactiferous duct","organ"
UBERON_0015134_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","main lactiferous duct","organ"
UBERON_0015135_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","primary lactiferous duct","organ"
UBERON_0015136_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","secondary lactiferous duct","organ"
UBERON_0015137_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","tertiary lactiferous duct","organ"
UBERON_0015138_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","quarternary lactiferous duct","organ"
UBERON_0022360_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","male mammary gland duct","organ"
UBERON_0003326_HUDECA_0000002,"","tissue","HUDECA_0000002","mesenchyme of mammary gland","organ"
UBERON_0003584_HUDECA_0000002,"","tissue","HUDECA_0000002","mammary gland connective tissue","organ"
UBERON_0004180_HUDECA_0000002,"","tissue","HUDECA_0000002","mammary gland fat","organ"
UBERON_0012282_HUDECA_0000002,"","tissue","HUDECA_0000002","mammary fat pad","organ"
UBERON_0004235_HUDECA_0000002,"","tissue","HUDECA_0000002","mammary gland smooth muscle","organ"
UBERON_0000359_UBERON_0002097,"","organ part - tissue","UBERON_0002097","preputial gland","organ"
UBERON_0005441_HUDECA_0000002,"","","HUDECA_0000002","external intercostal muscle","organ"
UBERON_0005442_HUDECA_0000002,"","organ part - ","HUDECA_0000002","abdominal external oblique muscle","organ"
UBERON_0005454_HUDECA_0000002,"","organ part - ","HUDECA_0000002","abdominal internal oblique muscle","organ"
UBERON_0005461_HUDECA_0000002,"","tissue","HUDECA_0000002","levator scapulae muscle","organ"
UBERON_0006721_UBERON_0004765,"","","UBERON_0004765","alisphenoid bone","organ"
UBERON_0000948_HUDECA_0000002,"","","HUDECA_0000002","heart","organ"
UBERON_0018674_UBERON_0000948,"","","UBERON_0000948","heart vasculature","organ"
UBERON_0034697_UBERON_0000948,"","","UBERON_0000948","inflow tract","organ"
UBERON_0034699_UBERON_0000948,"","","UBERON_0000948","inflow tract of atrium","organ"
UBERON_0034698_UBERON_0000948,"","","UBERON_0000948","inflow tract of ventricle","organ"
UBERON_0035213_UBERON_0000948,"","organ part - ","UBERON_0000948","basal zone of heart","organ"
UBERON_0000946_UBERON_0000948,"","organ part - ","UBERON_0000948","cardial valve","organ"
UBERON_0002086_UBERON_0000948,"","organ part - ","UBERON_0000948","sinoatrial valve","organ"
UBERON_0002133_UBERON_0000948,"","organ part - ","UBERON_0000948","atrioventricular valve","organ"
UBERON_0002134_UBERON_0000948,"","organ part - ","UBERON_0000948","tricuspid valve","organ"
